\Led Zeppelin\,73,1971,,,
\The Rolling Stones\,16,1971,,,
\The Hollies\,63,1971,,,
\The Rolling Stones\,72,1971,,,
\Don McLean\,73,1971,,,
\The Who\,15,1971,,,
\The Who\,76,1971,,,
\The Who\,61,1971,,,
\Led Zeppelin\,51,1971,,,
\Led Zeppelin\,59,1971,,,
\Janis Joplin\,51,1971,,,
\Led Zeppelin\,69,1971,,,
\Led Zeppelin\,53,1971,,,
\The Rolling Stones\,56,1971,,,
\Led Zeppelin\,78,1971,,,
\T. Rex\,62,1971,,,
\The Who\,52,1971,,,
\Led Zeppelin\,0,1971,,,
\T. Rex\,18,1971,,,
\The Rolling Stones\,3,1971,,,
\The Rolling Stones\,9,1971,,,
\Led Zeppelin\,78,1971,,,
\Elton John\,79,1971,,,
\The Who\,11,1971,,,
\Paul McCartney\,0,1971,,,
\David Bowie\,66,1971,,,
\Paul McCartney\,55,1971,,,
\Led Zeppelin\,73,1971,,,
\Led Zeppelin\,59,1971,,,
\Ten Years After\,60,1971,,,
\The Who\,76,1971,,,
\The Allman Brothers Band\,35,1971,,,
\The Rolling Stones\,0,1971,,,
\The Rolling Stones\,0,1971,,,
\The Rolling Stones\,0,1971,,,
\The Rolling Stones\,0,1971,,,
\The Rolling Stones\,0,1971,,,
\Black Sabbath\,0,1971,,,
\The Guess Who\,41,1971,,,
\The Guess Who\,44,1971,,,
\Alice Cooper\,55,1971,,,
\Led Zeppelin\,69,1971,,,
\Bill Withers\,76,1971,,,
\Harry Nilsson\,13,1971,,,
\Baby Huey & The Baby Sitters\,50,1971,,,
\Bill Withers\,76,1971,,,
\ZZ Top\,52,1972,,,
\"Emerson\,\ Lake & Palmer"\,55,1972,,
\Gentle Giant\,0,1972,,,
\The Doobie Brothers\,75,1972,,,
\America\,77,1972,,,
\America\,69,1972,,,
\Carly Simon\,75,1972,,,
\David Bowie\,0,1972,,,
\Chicago\,61,1972,,,
\Neil Young\,5,1972,,,
\Looking Glass\,72,1972,,,
\Deep Purple\,75,1972,,,
\Deep Purple\,64,1972,,,
\The Doobie Brothers\,75,1972,,,
\America\,77,1972,,,
\Lou Reed\,74,1972,,,
\Mott The Hoople\,62,1972,,,
\Looking Glass\,72,1972,,,
\Bill Withers\,63,1972,,,
\Eagles\,75,1972,,,
\Bread\,64,1972,,,
\Bread\,58,1972,,,
\Todd Rundgren\,51,1972,,,
\Todd Rundgren\,54,1972,,,
\Steely Dan\,69,1972,,,
\Albert Hammond\,62,1972,,,
\Gilbert O'Sullivan\,53,1972,,,
\Blue Öyster Cult\,10,1972,,,
\Deep Purple\,59,1972,,,
\Blue Öyster Cult\,2,1972,,,
\Deep Purple\,75,1972,,,
\Lou Reed\,17,1972,,,
\ZZ Top\,52,1972,,,
\Creedence Clearwater Revival\,55,1972,,,
\David Bowie\,58,1972,,,
\Elton John\,81,1972,,,
\David Bowie\,50,1972,,,
\Lou Reed\,61,1972,,,
\Electric Light Orchestra\,56,1972,,,
\Simon & Garfunkel\,6,1972,,,
\Malo\,46,1972,,,
\Steely Dan\,71,1972,,,
\The Edgar Winter Group\,59,1972,,,
\America\,48,1972,,,
\America\,38,1972,,,
\America\,39,1972,,,
\America\,50,1972,,,
\Carly Simon\,75,1972,,,
\King Harvest\,49,1972,,,
\Lou Reed\,74,1972,,,
\Neil Young\,71,1972,,,
\Lou Reed\,56,1972,,,
\Captain Beefheart & His Magic Band\,49,1972,,,
\David Bowie\,68,1972,,,
\David Bowie\,73,1972,,,
\Eagles\,75,1972,,,
\Elton John\,57,1972,,,
\John Denver\,15,1972,,,
\Simon & Garfunkel\,18,1972,,,
\Jackson Browne\,66,1972,,,
\Scorpions\,41,1972,,,
\Deep Purple\,75,1972,,,
\The Doobie Brothers\,75,1972,,,
\Blue Öyster Cult\,10,1972,,,
\Blue Öyster Cult\,0,1972,,,
\Black Sabbath\,0,1972,,,
\Alice Cooper\,65,1972,,,
\Deep Purple\,68,1972,,,
\Uriah Heep\,0,1972,,,
\The Rolling Stones\,60,1972,,,
\T. Rex\,36,1972,,,
\Betty Wright\,58,1972,,,
\Curtis Mayfield\,54,1972,,,
\Curtis Mayfield\,55,1972,,,
\Blue Swede\,75,1973,,,
\Johnnie Taylor\,38,1973,,,
\Paul McCartney\,14,1973,,,
\Ringo Starr\,58,1973,,,
\Paul McCartney\,8,1973,,,
\John Lennon\,59,1973,,,
\Paul McCartney\,1,1973,,,
\Paul McCartney\,3,1973,,,
\Genesis\,48,1973,,,
\Rick Wakeman\,2,1973,,,
\"Emerson\,\ Lake & Palmer"\,47,1973,,
\Aerosmith\,78,1973,,,
\ZZ Top\,74,1973,,,
\Bob Dylan\,73,1973,,,
\The Doobie Brothers\,67,1973,,,
\Led Zeppelin\,65,1973,,,
\Steve Miller Band\,19,1973,,,
\The Beatles\,68,1973,,,
\Lynyrd Skynyrd\,9,1973,,,
\Pink Floyd\,15,1973,,,
\The Marshall Tucker Band\,14,1973,,,
\Daryl Hall & John Oates\,62,1973,,,
\Sly & The Family Stone\,0,1973,,,
\REO Speedwagon\,47,1973,,,
\Queen\,42,1973,,,
\Queen\,42,1973,,,
\Queen\,37,1973,,,
\Queen\,35,1973,,,
\Queen\,35,1973,,,
\Queen\,34,1973,,,
\Queen\,33,1973,,,
\Queen\,34,1973,,,
\Queen\,33,1973,,,
\Queen\,34,1973,,,
\The Stooges\,36,1973,,,
\Aerosmith\,45,1973,,,
\Steve Miller Band\,75,1973,,,
\Montrose\,48,1973,,,
\Aerosmith\,78,1973,,,
\The Beatles\,68,1973,,,
\Bob Dylan\,73,1973,,,
\Pink Floyd\,15,1973,,,
\ZZ Top\,74,1973,,,
\Billy Joel\,74,1973,,,
\Steve Miller Band\,75,1973,,,
\Paul Simon\,61,1973,,,
\Paul McCartney\,71,1973,,,
\Lynyrd Skynyrd\,14,1973,,,
\The Allman Brothers Band\,15,1973,,,
\The Marshall Tucker Band\,14,1973,,,
\Lynyrd Skynyrd\,69,1973,,,
\The Doobie Brothers\,67,1973,,,
\Grand Funk Railroad\,59,1973,,,
\Dave Mason\,50,1973,,,
\Sammy Johns\,45,1973,,,
\Maria Muldaur\,44,1973,,,
\The Allman Brothers Band\,16,1973,,,
\Steve Miller Band\,19,1973,,,
\The Doobie Brothers\,71,1973,,,
\Billy Joel\,1,1973,,,
\The Marshall Tucker Band\,65,1973,,,
\Fela Kuti\,27,1973,,,
\Pink Floyd\,73,1973,,,
\Pink Floyd\,70,1973,,,
\The Who\,40,1973,,,
\David Bowie\,64,1973,,,
\Elton John\,71,1973,,,
\Steely Dan\,55,1973,,,
\The Rolling Stones\,72,1973,,,
\Marvin Gaye\,62,1973,,,
\Elton John\,0,1973,,,
\Bee Gees\,0,1973,,,
\Pink Floyd\,11,1973,,,
\Pink Floyd\,70,1973,,,
\Billy Joel\,74,1973,,,
\The Rolling Stones\,72,1973,,,
\Bob Dylan\,73,1973,,,
\Pink Floyd\,68,1973,,,
\Elton John\,66,1973,,,
\Elton John\,56,1973,,,
\George Harrison\,60,1973,,,
\Paul McCartney\,8,1973,,,
\Elton John\,70,1973,,,
\Elton John\,65,1973,,,
\Aerosmith\,78,1973,,,
\The Beatles\,68,1973,,,
\Billy Joel\,1,1973,,,
\Status Quo\,45,1973,,,
\Grand Funk Railroad\,59,1973,,,
\Bachman-Turner Overdrive\,1,1973,,,
\The Marshall Tucker Band\,65,1973,,,
\Ringo Starr\,55,1973,,,
\The Doobie Brothers\,71,1973,,,
\Golden Earring\,57,1973,,,
\The Doobie Brothers\,67,1973,,,
\Creedence Clearwater Revival\,10,1973,,,
\Thin Lizzy\,0,1973,,,
\Black Sabbath\,0,1973,,,
\Montrose\,40,1973,,,
\"Earth\,\ Wind & Fire"\,46,1973,,
\Lynyrd Skynyrd\,27,1974,,,
\Lynyrd Skynyrd\,81,1974,,,
\Shirley Brown\,48,1974,,,
\Ringo Starr\,44,1974,,,
\Bad Company\,48,1974,,,
\Queen\,21,1974,,,
\Jim Croce\,41,1974,,,
\Linda Ronstadt\,59,1974,,,
\Jim Croce\,48,1974,,,
\Harry Chapin\,55,1974,,,
\Stone Poneys\,29,1974,,,
\America\,57,1974,,,
\Queen\,33,1974,,,
\Queen\,34,1974,,,
\Queen\,35,1974,,,
\Queen\,33,1974,,,
\Queen\,33,1974,,,
\Queen\,33,1974,,,
\Queen\,35,1974,,,
\Queen\,35,1974,,,
\Queen\,36,1974,,,
\Queen\,33,1974,,,
\Queen\,38,1974,,,
\Queen\,37,1974,,,
\Queen\,50,1974,,,
\Queen\,33,1974,,,
\Queen\,35,1974,,,
\Queen\,34,1974,,,
\Queen\,36,1974,,,
\Queen\,33,1974,,,
\Queen\,36,1974,,,
\Queen\,32,1974,,,
\Queen\,32,1974,,,
\Queen\,32,1974,,,
\Queen\,30,1974,,,
\Queen\,34,1974,,,
\Bachman-Turner Overdrive\,68,1974,,,
\UFO\,60,1974,,,
\Lynyrd Skynyrd\,81,1974,,,
\Sweet\,60,1974,,,
\Lynyrd Skynyrd\,27,1974,,,
\David Bowie\,22,1974,,,
\Bad Company\,63,1974,,,
\Bachman-Turner Overdrive\,68,1974,,,
\Queen\,67,1974,,,
\Bad Company\,56,1974,,,
\Eagles\,58,1974,,,
\Steely Dan\,60,1974,,,
\Ace\,56,1974,,,
\Linda Ronstadt\,59,1974,,,
\Jackson Browne\,45,1974,,,
\Bad Company\,4,1974,,,
\Rush\,1,1974,,,
\Geraldo Pino\,29,1974,,,
\Aerosmith\,50,1974,,,
\Dave Mason\,25,1974,,,
\Lynyrd Skynyrd\,81,1974,,,
\Frank Zappa\,37,1974,,,
\David Bowie\,74,1974,,,
\Elton John\,59,1974,,,
\David Bowie\,74,1974,,,
\Gordon Lightfoot\,63,1974,,,
\UFO\,2,1974,,,
\Alice Cooper\,30,1974,,,
\Alice Cooper\,22,1974,,,
\Alice Cooper\,37,1974,,,
\Queen\,12,1974,,,
\Bad Company\,4,1974,,,
\Bad Company\,1,1974,,,
\UFO\,3,1974,,,
\Dolly Parton\,74,1974,,,
\Johnny Pacheco\,60,1974,,,
\Ann Peebles\,41,1974,,,
\Billy Preston\,2,1974,,,
\Rufus & Chaka Khan\,0,1974,,,
\"Bobby ""Blue"" Bland"\,58,1974,,,
\Funkadelic\,38,1974,,,
\The Meters\,56,1974,,,
\Average White Band\,53,1974,,,
\Ohio Players\,1,1974,,,
\Willie Nelson\,51,1975,,,
\John Lennon\,65,1975,,,
\Wings\,29,1975,,,
\Ted Nugent\,66,1975,,,
\Led Zeppelin\,63,1975,,,
\Aerosmith\,52,1975,,,
\Pink Floyd\,76,1975,,,
\KISS\,75,1975,,,
\Bad Company\,68,1975,,,
\Bruce Springsteen\,73,1975,,,
\Gary Wright\,56,1975,,,
\Janis Ian\,5,1975,,,
\Carly Simon\,34,1975,,,
\Carly Simon\,30,1975,,,
\Heart\,58,1975,,,
\The Charlie Daniels Band\,2,1975,,,
\Hot Chocolate\,71,1975,,,
\Queen\,46,1975,,,
\Queen\,45,1975,,,
\Queen\,47,1975,,,
\Queen\,65,1975,,,
\Queen\,46,1975,,,
\Queen\,44,1975,,,
\Queen\,47,1975,,,
\Queen\,46,1975,,,
\Queen\,53,1975,,,
\Queen\,44,1975,,,
\Queen\,84,1975,,,
\Queen\,45,1975,,,
\Peter Frampton\,66,1975,,,
\Foghat\,64,1975,,,
\Rainbow\,59,1975,,,
\Nazareth\,58,1975,,,
\Head East\,52,1975,,,
\Queen\,29,1975,,,
\KISS\,75,1975,,,
\Led Zeppelin\,63,1975,,,
\Aerosmith\,73,1975,,,
\Aerosmith\,72,1975,,,
\The Rolling Stones\,2,1975,,,
\Pink Floyd\,76,1975,,,
\Bad Company\,68,1975,,,
\Foghat\,64,1975,,,
\Bruce Springsteen\,73,1975,,,
\Daryl Hall & John Oates\,65,1975,,,
\James Taylor\,64,1975,,,
\Eagles\,68,1975,,,
\Chicago\,45,1975,,,
\Fleetwood Mac\,68,1975,,,
\Rod Stewart\,66,1975,,,
\Rush\,1,1975,,,
\Ted Nugent\,1,1975,,,
\Ted Nugent\,66,1975,,,
\KISS\,10,1975,,,
\Jeff Beck\,13,1975,,,
\Foghat\,55,1975,,,
\The Marshall Tucker Band\,58,1975,,,
\Led Zeppelin\,69,1975,,,
\Queen\,76,1975,,,
\Alice Cooper\,45,1975,,,
\Bob Marley & The Wailers\,70,1975,,,
\Fleetwood Mac\,41,1975,,,
\Pink Floyd\,16,1975,,,
\Bad Company\,8,1975,,,
\Chicago\,39,1975,,,
\Pink Floyd\,2,1975,,,
\Carly Simon\,39,1975,,,
\Poco\,0,1975,,,
\Bad Company\,1,1975,,,
\Gary Wright\,56,1975,,,
\Heart\,65,1975,,,
\Heart\,58,1975,,,
\Queen\,61,1975,,,
\Fleetwood Mac\,77,1975,,,
\Pink Floyd\,76,1975,,,
\Paul Simon\,60,1975,,,
\10cc\,70,1975,,,
\Fleetwood Mac\,47,1975,,,
\Yusuf / Cat Stevens\,23,1975,,,
\Queen\,60,1975,,,
\Paul Simon\,69,1975,,,
\America\,66,1975,,,
\KISS\,10,1975,,,
\Aerosmith\,73,1975,,,
\Foghat\,55,1975,,,
\Pink Floyd\,71,1975,,,
\Bad Company\,8,1975,,,
\Aerosmith\,72,1975,,,
\Foghat\,64,1975,,,
\Bad Company\,68,1975,,,
\Peter Frampton\,66,1975,,,
\Ted Nugent\,0,1975,,,
\Rainbow\,3,1975,,,
\Alice Cooper\,45,1975,,,
\Alice Cooper\,32,1975,,,
\Rainbow\,6,1975,,,
\Queen\,12,1975,,,
\Led Zeppelin\,55,1975,,,
\Bad Company\,1,1975,,,
\Led Zeppelin\,69,1975,,,
\Kansas\,74,1976,,,
\Boston\,78,1976,,,
\Johnnie Taylor\,36,1976,,,
\Wings\,51,1976,,,
\Wings\,53,1976,,,
\Curved Air\,34,1976,,,
\AC/DC\,73,1976,,,
\Blue Öyster Cult\,7,1976,,,
\Boston\,11,1976,,,
\Kansas\,74,1976,,,
\Boston\,12,1976,,,
\Steve Miller Band\,67,1976,,,
\The Doobie Brothers\,62,1976,,,
\Burton Cummings\,39,1976,,,
\Manfred Mann's Earth Band\,2,1976,,,
\Rod Stewart\,38,1976,,,
\Orleans\,27,1976,,,
\Boston\,3,1976,,,
\David Soul\,60,1976,,,
\Queen\,37,1976,,,
\Queen\,35,1976,,,
\Queen\,32,1976,,,
\Queen\,35,1976,,,
\Queen\,34,1976,,,
\Queen\,44,1976,,,
\Queen\,30,1976,,,
\Queen\,39,1976,,,
\Queen\,31,1976,,,
\Queen\,33,1976,,,
\Queen\,26,1976,,,
\Boston\,78,1976,,,
\Blue Öyster Cult\,75,1976,,,
\Thin Lizzy\,74,1976,,,
\Tom Petty and the Heartbreakers\,73,1976,,,
\Atlanta Rhythm Section\,54,1976,,,
\Eagles\,82,1976,,,
\Chicago\,74,1976,,,
\Eagles\,16,1976,,,
\Boston\,19,1976,,,
\Eagles\,72,1976,,,
\AC/DC\,73,1976,,,
\Thin Lizzy\,74,1976,,,
\AC/DC\,77,1976,,,
\Daryl Hall & John Oates\,70,1976,,,
\Boston\,78,1976,,,
\Blue Öyster Cult\,7,1976,,,
\Boston\,62,1976,,,
\Electric Light Orchestra\,69,1976,,,
\Tom Petty and the Heartbreakers\,73,1976,,,
\Steve Miller Band\,67,1976,,,
\Manfred Mann's Earth Band\,61,1976,,,
\Boston\,69,1976,,,
\The Doobie Brothers\,62,1976,,,
\Steve Miller Band\,64,1976,,,
\Blue Öyster Cult\,75,1976,,,
\Boston\,11,1976,,,
\Joe Walsh\,11,1976,,,
\Thin Lizzy\,60,1976,,,
\Queen\,69,1976,,,
\Kansas\,74,1976,,,
\Orleans\,58,1976,,,
\James Taylor\,52,1976,,,
\Stephen Bishop\,59,1976,,,
\The Bellamy Brothers\,68,1976,,,
\England Dan\,61,1976,,,
\Andrew Gold\,52,1976,,,
\Rod Stewart\,55,1976,,,
\Henry Gross\,44,1976,,,
\Atlanta Rhythm Section\,54,1976,,,
\Stephen Bishop\,49,1976,,,
\Boz Scaggs\,60,1976,,,
\Boz Scaggs\,52,1976,,,
\Leo Sayer\,53,1976,,,
\Wings\,35,1976,,,
\The Doobie Brothers\,58,1976,,,
\Aerosmith\,60,1976,,,
\Silver\,66,1976,,,
\Boston\,3,1976,,,
\Creedence Clearwater Revival\,46,1976,,,
\Boston\,12,1976,,,
\Bembeya Jazz National\,5,1976,,,
\Boston\,55,1976,,,
\Eric Burdon\,51,1976,,,
\The Runaways\,65,1976,,,
\Tom Petty and the Heartbreakers\,63,1976,,,
\Eagles\,82,1976,,,
\Steve Miller Band\,2,1976,,,
\Manfred Mann's Earth Band\,2,1976,,,
\Flo & Eddie\,42,1976,,,
\Electric Light Orchestra\,14,1976,,,
\Creedence Clearwater Revival\,50,1976,,,
\Creedence Clearwater Revival\,0,1976,,,
\Creedence Clearwater Revival\,0,1976,,,
\Creedence Clearwater Revival\,61,1976,,,
\Creedence Clearwater Revival\,0,1976,,,
\Creedence Clearwater Revival\,0,1976,,,
\Creedence Clearwater Revival\,0,1976,,,
\Creedence Clearwater Revival\,41,1976,,,
\Peter Frampton\,4,1976,,,
\AC/DC\,70,1976,,,
\Blue Öyster Cult\,62,1977,,,
\Yes\,38,1977,,,
\Queen\,76,1977,,,
\Fleetwood Mac\,21,1977,,,
\Eric Clapton\,70,1977,,,
\Fleetwood Mac\,73,1977,,,
\Queen\,70,1977,,,
\Kansas\,77,1977,,,
\Rod Stewart\,53,1977,,,
\Rod Stewart\,50,1977,,,
\Fleetwood Mac\,13,1977,,,
\Fleetwood Mac\,26,1977,,,
\Queen\,79,1977,,,
\Queen\,39,1977,,,
\Queen\,40,1977,,,
\Queen\,59,1977,,,
\Queen\,37,1977,,,
\Queen\,36,1977,,,
